GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
6979	1.00	1.56e-01	0.6452	1.4174419	0.91450343	14.27	TRGV5P	T cell receptor gamma variable 5P (pseudogene)
6978	1.00	5.34e-02	0.5951	1.9315106	1.14936393	11.2	TRGV5	T cell receptor gamma variable 5
6977	1.00	5.46e-01	0.4784	-0.6033371	-0.2886309	24.28	TRGV4	T cell receptor gamma variable 4
6976	1.00	9.95e-01	0.3893	-0.0066726	-0.00259791	24.33	TRGV3	T cell receptor gamma variable 3
6974	1.00	2.92e-01	0.3718	-1.0535959	-0.39176296	28.06	TRGV2	T cell receptor gamma variable 2
6973	1.00	6.26e-01	0.3746	-0.4875543	-0.18265127	16.05	TRGV1	T cell receptor gamma variable 1 (non-functional)
273	1.00	9.69e-01	0.4011	0.0391885	0.01571807	16.15	AMPH	amphiphysin
27072	1.00	6.41e-01	0.1952	0.4665834	0.09105907	313.27	VPS41	VPS41 subunit of HOPS complex
5898	1.00	8.78e-01	0.2138	0.1534189	0.03279943	83.21	RALA	RAS like proto-oncogene A
349114	1.00	8.83e-01	0.2936	-0.1471799	-0.04320637	24.45	LINC00265	long intergenic non-protein coding RNA 265
8621	1.00	3.17e-01	0.1209	-1.0014575	-0.12104846	533.74	CDK13	cyclin dependent kinase 13
136647	1.00	6.40e-01	0.1912	-0.4679711	-0.08948826	74.98	MPLKIP	M-phase specific PLK1 interacting protein
79020	1.00	5.94e-01	0.311	-0.5326806	-0.16563791	45.77	C7orf25	chromosome 7 open reading frame 25
5683	1.00	4.35e-01	0.2187	0.7799889	0.1706185	124.93	PSMA2	proteasome 20S subunit alpha 2
64983	1.00	6.71e-01	0.2702	0.4244858	0.11470049	31.45	MRPL32	mitochondrial ribosomal protein L32
9263	1.00	4.61e-01	0.1384	0.7376181	0.1020816	294.35	STK17A	serine/threonine kinase 17a
55744	1.00	8.41e-02	0.1406	-1.7273319	-0.24286513	566.83	COA1	cytochrome c oxidase assembly factor 1
644	1.00	9.00e-01	0.2905	-0.1256287	-0.03648948	64.64	BLVRA	biliverdin reductase A
100534592	1.00	1.94e-01	0.3354	1.2998644	0.4360125	18.43	URGCP-MRPS24	URGCP-MRPS24 readthrough
64951	1.00	2.28e-01	0.4046	1.2045456	0.48730983	14	MRPS24	mitochondrial ribosomal protein S24
55665	1.00	9.61e-01	0.276	0.0491667	0.01356958	55.21	URGCP	upregulator of cell proliferation
51619	1.00	9.54e-01	0.3648	-0.0572341	-0.02087703	28.66	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
84820	1.00	4.45e-01	0.2038	0.7645382	0.15581928	75.61	POLR2J4	RNA polymerase II subunit J4, pseudogene
285955	1.00	4.81e-01	0.2053	-0.7049284	-0.14469223	73.75	SPDYE1	speedy/RINGO cell cycle regulator family member E1
401331	1.00	3.99e-01	0.3575	0.8441871	0.30180111	21.01	RASA4CP	RAS p21 protein activator 4C, pseudogene
255031	1.00	8.73e-01	0.3302	0.1595701	0.05269351	22.41	LINC00957	long intergenic non-protein coding RNA 957
28988	1.00	5.56e-01	0.2441	0.5888574	0.14376873	1280.33	DBNL	drebrin like
5224	1.00	5.42e-01	0.3226	0.610187	0.19685804	61.96	PGAM2	phosphoglycerate mutase 2
27434	1.00	7.27e-01	0.2136	-0.3487752	-0.07448159	101.01	POLM	DNA polymerase mu
165	1.00	3.61e-01	0.4849	-0.9125609	-0.44250634	24.27	AEBP1	AE binding protein 1
5425	1.00	7.35e-01	0.2912	0.3384602	0.09856305	37.17	POLD2	DNA polymerase delta 2, accessory subunit
10652	1.00	4.26e-01	0.208	0.7966496	0.1657281	145.68	YKT6	YKT6 v-SNARE homolog
23386	1.00	9.58e-01	0.184	-0.0520789	-0.00958262	182.97	NUDCD3	NudC domain containing 3
54606	1.00	6.24e-01	0.1886	0.4904526	0.09249398	103.13	DDX56	DEAD-box helicase 56
222068	1.00	5.66e-01	0.1542	-0.5738242	-0.08850039	182.75	TMED4	transmembrane p24 trafficking protein 4
4967	1.00	2.19e-01	0.1864	1.228247	0.22893121	458.91	OGDH	oxoglutarate dehydrogenase
83637	1.00	1.61e-01	0.1831	-1.4004252	-0.25639152	305.16	ZMIZ2	zinc finger MIZ-type containing 2
5478	1.00	2.09e-01	0.1617	1.257323	0.2033449	645.31	PPIA	peptidylprolyl isomerase A
94239	1.00	1.63e-01	0.1271	1.3962941	0.17739936	263.08	H2AZ2	H2A.Z variant histone 2
5814	1.00	9.84e-01	0.1614	-0.0205182	-0.0033116	274.67	PURB	purine rich element binding protein B
64005	1.00	4.67e-01	0.2013	0.7280373	0.14651824	949.68	MYO1G	myosin IG
285958	1.00	3.95e-01	0.3258	-0.8512101	-0.27735672	18.07	SNHG15	small nucleolar RNA host gene 15
83605	1.00	3.83e-01	0.1697	-0.8722489	-0.14804648	448.74	CCM2	CCM2 scaffold protein
9238	1.00	4.28e-01	0.1776	-0.7922963	-0.14069826	93.48	TBRG4	transforming growth factor beta regulator 4
677796	1.00	7.72e-01	0.404	-0.2891191	-0.11681759	14.65	SNORA5C	small nucleolar RNA, H/ACA box 5C
641977	1.00	6.88e-01	0.3219	-0.4017886	-0.12934187	37.44	SEPTIN7P2	septin 7 pseudogene 2
101929008	1.00	1.09e-01	0.419	1.6024368	0.67137978	11.96	GTF2IP13	general transcription factor IIi pseudogene 13
3486	1.00	3.62e-02	0.4339	2.0951919	0.90920036	12.49	IGFBP3	insulin like growth factor binding protein 3
102723446	1.00	2.87e-01	0.5285	1.0654779	0.56305546	16.9	LOC102723446	uncharacterized LOC102723446
64759	1.00	8.00e-01	0.2361	0.2534656	0.05983715	164	TNS3	tensin 3
168507	1.00	7.16e-01	0.2357	-0.3637232	-0.08574506	56.26	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting
3364	1.00	9.28e-01	0.1957	0.0909192	0.01778836	77.45	HUS1	HUS1 checkpoint clamp component
7378	1.00	4.42e-01	0.3486	-0.768003	-0.26772523	145.09	UPP1	uridine phosphorylase 1
10320	1.00	4.02e-01	0.1228	0.8378546	0.1028557	2159.09	IKZF1	IKAROS family zinc finger 1
63979	1.00	4.68e-01	0.3521	0.7263208	0.25571768	41.46	FIGNL1	fidgetin like 1
2887	1.00	6.74e-01	0.4303	0.4212504	0.18126856	84.06	GRB10	growth factor receptor bound protein 10
23480	1.00	6.84e-01	0.2707	0.4075964	0.11035455	35.03	SEC61G	SEC61 translocon subunit gamma
55915	1.00	8.26e-01	0.3061	-0.2201393	-0.06737615	25.41	LANCL2	LanC like glutathione S-transferase 2
81552	1.00	6.06e-02	0.1461	1.8763697	0.2741056	322.16	VOPP1	VOPP1 WW domain binding protein
107986798	1.00	4.67e-01	0.4042	-0.727437	-0.294041	23.72	LOC107986798	
51373	1.00	6.76e-01	0.467	-0.4176681	-0.19503321	10.21	MRPS17	mitochondrial ribosomal protein S17
2631	1.00	8.34e-01	0.2438	0.2095376	0.05108027	73.48	NIPSNAP2	nipsnap homolog 2
5723	1.00	2.84e-01	0.5207	-1.0713495	-0.55786463	11.14	PSPH	phosphoserine phosphatase
908	1.00	9.49e-01	0.1972	0.0640167	0.01262411	189.66	CCT6A	chaperonin containing TCP1 subunit 6A
25870	1.00	6.40e-01	0.2109	0.4671817	0.09851604	127.13	SUMF2	sulfatase modifying factor 2
5260	1.00	6.23e-01	0.2685	-0.491986	-0.13208463	41.68	PHKG1	phosphorylase kinase catalytic subunit gamma 1
728927	1.00	4.56e-02	0.2475	-1.9986177	-0.49461547	143.96	ZNF736	zinc finger protein 736
340252	1.00	2.43e-01	0.3225	-1.1687346	-0.37695039	54.31	ZNF680	zinc finger protein 680
51427	1.00	2.63e-01	0.2447	-1.1201943	-0.27411309	218.59	ZNF107	zinc finger protein 107
7697	1.00	3.27e-01	0.3151	-0.9805304	-0.30893028	47.54	ZNF138	zinc finger protein 138
10793	1.00	8.83e-02	0.2966	-1.7046966	-0.50559264	38.38	ZNF273	zinc finger protein 273
105375328	1.00	1.97e-01	0.6034	-1.2911052	-0.77908565	15.54	LOC105375328	
109504726	1.00	7.24e-01	0.3597	-0.3533375	-0.12709623	147.78	ERV3-1-ZNF117	ERV3-1-ZNF117 readthrough
51351	1.00	7.36e-01	0.3755	-0.3377283	-0.12682916	157.94	ZNF117	zinc finger protein 117
2086	1.00	7.48e-01	0.3325	-0.320816	-0.10666407	215.15	ERV3-1	endogenous retrovirus group 3 member 1, envelope
643180	1.00	8.95e-02	0.2569	-1.6982626	-0.4362729	41.94	CCT6P3	chaperonin containing TCP1 subunit 6 pseudogene 3
168374	1.00	3.95e-01	0.298	-0.8514366	-0.25376175	66.67	ZNF92	zinc finger protein 92
441242	1.00	2.79e-01	0.3628	-1.0822579	-0.39267955	16.75	LINC03006	long intergenic non-protein coding RNA 3006
643253	1.00	4.99e-01	0.2534	-0.6758723	-0.17123456	40.02	CCT6P1	chaperonin containing TCP1 subunit 6 pseudogene 1
154807	1.00	5.91e-01	0.2245	0.537938	0.12074998	68.36	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1
2990	1.00	2.52e-01	0.182	1.1462237	0.20865573	109.31	GUSB	glucuronidase beta
435	1.00	8.14e-01	0.2186	0.2352747	0.05142096	57.56	ASL	argininosuccinate lyase
27297	1.00	6.66e-01	0.2355	0.4320452	0.10176226	137.56	CRCP	CGRP receptor component
8460	1.00	8.65e-01	0.4884	-0.1696239	-0.08284006	67.04	TPST1	tyrosylprotein sulfotransferase 1
285908	1.00	7.43e-01	0.3636	-0.3279456	-0.11924791	30.8	LINC00174	long intergenic non-protein coding RNA 174
493754	1.00	1.84e-01	0.2399	-1.3281046	-0.31863121	83.1	RABGEF1P1	RABGEF1 pseudogene 1
154881	1.00	6.90e-01	0.3285	-0.3981802	-0.13078742	113.71	KCTD7	potassium channel tetramerization domain containing 7
100996437	1.00	2.05e-01	0.5093	-1.2662207	-0.64487171	8.3	LOC100996437	uncharacterized LOC100996437
27342	1.00	7.67e-01	0.2028	-0.2965012	-0.06012009	180.18	RABGEF1	RAB guanine nucleotide exchange factor 1
107986707	1.00	6.92e-02	0.3582	-1.8169223	-0.65084458	23.8	LOC107986707	uncharacterized LOC107986707
729156	1.00	8.47e-01	0.3481	-0.1934832	-0.06735155	18.34	GTF2IRD1P1	GTF2I repeat domain containing 1 pseudogene 1
55069	1.00	5.92e-01	0.1208	0.5362539	0.06479105	320.41	TMEM248	transmembrane protein 248
112268006	1.00	5.06e-01	0.4163	0.6653889	0.27700754	10.95	LOC112268006	
51119	1.00	8.82e-01	0.2852	0.1479988	0.04221548	93.32	SBDS	SBDS ribosome maturation factor
55253	1.00	5.91e-01	0.2351	-0.53675	-0.12619292	86.96	TYW1	tRNA-yW synthesizing protein 1 homolog
5382	1.00	6.32e-01	0.4133	0.478547	0.19779239	19.7	PMS2P4	PMS1 homolog 2, mismatch repair system component pseudogene 4
64940	1.00	6.52e-01	0.2795	0.4514171	0.12615313	31.28	STAG3L4	stromal antigen 3-like 4 (pseudogene)
26053	1.00	4.92e-01	0.3985	-0.6873905	-0.27393586	97.77	AUTS2	activator of transcription and developmental regulator AUTS2
155370	1.00	4.25e-01	0.2699	-0.798121	-0.21537618	46.49	SBDSP1	SBDS pseudogene 1
9883	1.00	6.47e-01	0.171	-0.4572482	-0.07816919	341.48	POM121	POM121 transmembrane nucleoporin
260294	1.00	6.32e-01	0.2939	-0.4794666	-0.14091086	68.16	NSUN5P2	NSUN5 pseudogene 2
378108	1.00	2.47e-01	0.1971	-1.1567135	-0.22793313	191.79	TRIM74	tripartite motif containing 74
100101148	1.00	2.85e-01	0.4441	-1.0701798	-0.47529071	10.06	LOC100101148	FKBP prolyl isomerase 6 pseudogene
442578	1.00	5.83e-01	0.2356	-0.5489151	-0.12931077	62.58	STAG3L3	stromal antigen 3-like 3 (pseudogene)
100101440	1.00	7.70e-02	0.3969	1.7686491	0.70201785	15.62	PMS2P7	PMS1 homolog 2, mismatch repair system component pseudogene 7
728524	1.00	6.35e-01	0.4285	-0.4747619	-0.20345308	10.44	SPDYE8	speedy/RINGO cell cycle regulator family member E8
100996746	1.00	6.22e-01	0.4105	-0.4934252	-0.20256081	12.87	SPDYE11	speedy/RINGO cell cycle regulator family member E11
643862	1.00	8.11e-01	0.3316	-0.2390309	-0.07926641	20.81	SPDYE10	speedy/RINGO cell cycle regulator family member E10
100093631	1.00	7.21e-01	0.3016	0.3575322	0.10784148	369.13	GTF2IP4	general transcription factor IIi pseudogene 4
654816	1.00	3.15e-01	0.377	1.004478	0.37868557	607.26	NCF1B	neutrophil cytosolic factor 1B pseudogene
55695	1.00	8.65e-01	0.2225	-0.1703148	-0.03790039	75.08	NSUN5	NOP2/Sun RNA methyltransferase 5
9031	1.00	3.11e-01	0.1817	1.0135474	0.1841864	397.66	BAZ1B	bromodomain adjacent to zinc finger domain 1B
9275	1.00	3.29e-01	0.2086	0.9754926	0.20346589	67.17	BCL7B	BAF chromatin remodeling complex subunit BCL7B
26608	1.00	4.56e-01	0.2497	-0.7448745	-0.18601876	45.59	TBL2	transducin beta like 2
84277	1.00	4.44e-01	0.3742	0.7649297	0.28627417	15.71	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30
114049	1.00	5.30e-01	0.2267	-0.6286193	-0.14250341	63.57	BUD23	BUD23 rRNA methyltransferase and ribosome maturation factor
6804	1.00	8.25e-01	0.4722	-0.2210887	-0.10439101	11.68	STX1A	syntaxin 1A
83451	1.00	5.50e-01	0.3254	-0.5980633	-0.19458807	20.74	ABHD11	abhydrolase domain containing 11
3984	1.00	2.26e-01	0.3061	1.2095212	0.37028021	132.75	LIMK1	LIM domain kinase 1
7458	1.00	1.94e-01	0.1637	1.298744	0.21261093	530.09	EIF4H	eukaryotic translation initiation factor 4H
7462	1.00	7.76e-01	0.2936	0.2850673	0.08368966	510.97	LAT2	linker for activation of T cells family member 2
5982	1.00	6.32e-01	0.2123	-0.4788813	-0.10166463	49.46	RFC2	replication factor C subunit 2
7461	1.00	2.10e-01	0.2371	1.2542834	0.29736986	70.44	CLIP2	CAP-Gly domain containing linker protein 2
2969	1.00	8.48e-01	0.1823	0.1916082	0.03493084	364.09	GTF2I	general transcription factor IIi
101926943	1.00	7.53e-01	0.2639	-0.3144906	-0.08299285	42.12	GTF2I-AS1	GTF2I antisense RNA 1
653361	1.00	4.21e-01	0.3862	0.8051298	0.31093681	880.44	NCF1	neutrophil cytosolic factor 1
84163	1.00	4.69e-01	0.2219	-0.7249032	-0.16085025	44.95	GTF2IRD2	GTF2I repeat domain containing 2
442582	1.00	4.48e-01	0.2383	-0.7580156	-0.18064856	65.93	STAG3L2	stromal antigen 3-like 2 (pseudogene)
729438	1.00	3.06e-01	0.23	1.0238001	0.23545357	106.3	CASTOR2	cytosolic arginine sensor for mTORC1 subunit 2
107986811	1.00	7.93e-01	0.4546	-0.2626489	-0.11938751	9.45	LOC107986811	
81554	1.00	6.18e-01	0.2092	0.499154	0.10442742	63.96	RCC1L	RCC1 like
389524	1.00	3.87e-01	0.2235	-0.8654373	-0.19345276	68.76	GTF2IRD2B	GTF2I repeat domain containing 2B
654817	1.00	4.10e-01	0.4355	0.8243287	0.35903613	763	NCF1C	neutrophil cytosolic factor 1C pseudogene
2970	1.00	9.41e-01	0.2823	0.074239	0.02095693	383.39	GTF2IP1	general transcription factor IIi pseudogene 1
107986710	1.00	7.83e-01	0.3533	0.2753409	0.09726576	23.44	LOC107986710	uncharacterized LOC107986710
5380	1.00	8.43e-01	0.4756	-0.1980195	-0.09417294	10.41	PMS2P2	PMS1 homolog 2, mismatch repair system component pseudogene 2
54441	1.00	3.04e-01	0.2695	-1.0284589	-0.27720394	81.31	STAG3L1	stromal antigen 3-like 1 (pseudogene)
541473	1.00	2.60e-01	0.4121	-1.1262418	-0.46417923	13.06	LOC541473	FKBP prolyl isomerase 6 pseudogene
155400	1.00	3.89e-01	0.2713	-0.8612245	-0.23362456	94.3	NSUN5P1	NSUN5 pseudogene 1
100101267	1.00	6.27e-01	0.1832	-0.4860451	-0.08905384	272.32	POM121C	POM121 transmembrane nucleoporin C
442590	1.00	1.66e-01	0.2596	-1.3848955	-0.35954715	44.39	SPDYE5	speedy/RINGO cell cycle regulator family member E5
5387	1.00	2.19e-01	0.2259	-1.229571	-0.27775272	53.39	PMS2P3	PMS1 homolog 2, mismatch repair system component pseudogene 3
57414	1.00	8.40e-01	0.1886	-0.2019569	-0.03809789	78.28	RHBDD2	rhomboid domain containing 2
5447	1.00	4.15e-01	0.3196	-0.8147201	-0.26040775	186.85	POR	cytochrome p450 oxidoreductase
83862	1.00	8.46e-01	0.3584	-0.1936938	-0.06941747	97.18	TMEM120A	transmembrane protein 120A
51657	1.00	6.19e-01	0.2654	-0.4973662	-0.13199642	49.12	STYXL1	serine/threonine/tyrosine interacting like 1
4191	1.00	8.53e-01	0.1944	0.1848092	0.03592204	116.81	MDH2	malate dehydrogenase 2
7532	1.00	3.80e-01	0.1667	0.8786979	0.14647343	272.88	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
113878	1.00	4.44e-01	0.2548	-0.7648899	-0.19489403	124.7	DTX2	deltex E3 ubiquitin ligase 2
619190	1.00	1.09e-01	0.2648	-1.6028001	-0.42446606	50.98	FDPSP2	farnesyl diphosphate synthase pseudogene 2
105375355	1.00	3.87e-01	0.5862	-0.8654858	-0.50738609	10.3	UPK3B	uroplakin 3B
102723555	1.00	6.88e-01	0.3801	-0.4012205	-0.15252035	13.55	SPDYE16	speedy/RINGO cell cycle regulator family member E16
100133091	1.00	4.72e-02	0.2548	-1.9845124	-0.50558033	34.96	LINC03009	long intergenic non-protein coding RNA 3009
22932	1.00	8.59e-01	0.2575	-0.1774638	-0.0456991	32.34	POMZP3	POM121 and ZP3 fusion
105375361	1.00	5.83e-01	0.3743	-0.5486922	-0.20535176	15.4	LOC105375361	
441263	1.00	7.86e-01	0.2195	-0.2711971	-0.05953312	72.38	DTX2P1-UPK3BP1-PMS2P11	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene
100505767	1.00	4.20e-01	0.3263	-0.8069526	-0.263331	30.95	SPDYE18	speedy/RINGO cell cycle regulator family member E18
641808	1.00	9.90e-01	0.2825	-0.0121578	-0.00343454	68.73	FAM185BP	family with sequence similarity 185, member A pseudogene
10875	1.00	8.20e-01	0.307	0.2281167	0.07003724	2714.29	FGL2	fibrinogen like 2
54103	1.00	3.36e-01	0.2201	-0.962713	-0.21193808	226.21	GSAP	gamma-secretase activating protein
107986714	1.00	5.57e-01	0.305	-0.5866375	-0.17893566	24.52	LOC107986714	
5782	1.00	9.89e-01	0.2291	-0.0133992	-0.00306918	563.36	PTPN12	protein tyrosine phosphatase non-receptor type 12
105375363	1.00	6.35e-01	0.5517	-0.4750471	-0.26210032	26.8	LOC105375363	uncharacterized LOC105375363
100505854	1.00	9.71e-01	0.3019	-0.0366081	-0.01105164	62.19	APTR	Alu-mediated CDKN1A/p21 transcriptional regulator
222194	1.00	5.71e-01	0.1861	-0.5661861	-0.1053478	360.54	RSBN1L	round spermatid basic protein 1 like
85025	1.00	5.38e-01	0.2715	-0.6151081	-0.16698353	30.35	TMEM60	transmembrane protein 60
57157	1.00	5.14e-01	0.2369	-0.653245	-0.15475689	189.09	PHTF2	putative homeodomain transcription factor 2
948	1.00	5.54e-01	0.3037	0.5912046	0.17957819	629.6	CD36	CD36 molecule
10512	1.00	1.42e-01	0.3815	1.4685008	0.56024673	37.28	SEMA3C	semaphorin 3C
3082	1.00	8.00e-01	0.393	-0.2534005	-0.09959647	43.41	HGF	hepatocyte growth factor
222223	1.00	6.72e-01	0.422	0.4227373	0.17840868	31.01	ELAPOR2	endosome-lysosome associated apoptosis and autophagy regulator family member 2
9988	1.00	3.98e-01	0.144	-0.8444556	-0.12162559	496.64	DMTF1	cyclin D binding myb like transcription factor 1
79161	1.00	1.67e-01	0.2642	-1.3817514	-0.36507641	71.54	TMEM243	transmembrane protein 243
105375384	1.00	2.38e-01	0.328	-1.1806015	-0.38718408	34.98	LOC105375384	uncharacterized LOC105375384
54677	1.00	6.06e-01	0.3716	-0.5156865	-0.1916407	38.99	CROT	carnitine O-octanoyltransferase
5243	1.00	9.07e-01	0.451	0.1173339	0.05291392	64.48	ABCB1	ATP binding cassette subfamily B member 1
55972	1.00	3.41e-01	0.1888	-0.9524351	-0.17979679	103.3	SLC25A40	solute carrier family 25 member 40
10926	1.00	6.40e-01	0.3015	-0.4676373	-0.14097789	34.65	DBF4	DBF4 zinc finger
53616	1.00	1.82e-01	0.3741	1.3346766	0.49927712	37.84	ADAM22	ADAM metallopeptidase domain 22
6717	1.00	3.71e-01	0.2313	0.8944967	0.20690752	72.78	SRI	sorcin
102723885	1.00	1.83e-01	0.3952	1.3321505	0.52644698	12.28	SRI-AS1	SRI antisense RNA 1
79689	1.00	7.54e-01	0.4438	-0.3131226	-0.13896478	1645.9	STEAP4	STEAP4 metalloreductase
85865	1.00	9.09e-01	0.2223	-0.1140374	-0.02535093	93	GTPBP10	GTP binding protein 10
5218	1.00	5.64e-01	0.3637	-0.5767022	-0.20972774	172.81	CDK14	cyclin dependent kinase 14
8321	1.00	3.94e-01	0.3376	0.8522328	0.28772908	36.69	FZD1	frizzled class receptor 1
7978	1.00	4.76e-01	0.2855	0.7121939	0.20330038	53.67	MTERF1	mitochondrial transcription termination factor 1
10142	1.00	7.64e-01	0.1217	0.2996768	0.03645717	860.05	AKAP9	A-kinase anchoring protein 9
1595	1.00	6.26e-01	0.2686	0.4871795	0.13087663	43.91	CYP51A1	cytochrome P450 family 51 subfamily A member 1
889	1.00	4.80e-01	0.1372	-0.7055381	-0.09678628	214.28	KRIT1	KRIT1 ankyrin repeat containing
54467	1.00	5.06e-01	0.1407	-0.6645966	-0.0935193	235.43	ANKIB1	ankyrin repeat and IBR domain containing 1
57798	1.00	2.93e-01	0.1701	-1.0521947	-0.17894991	123.99	GATAD1	GATA zinc finger domain containing 1
30816	1.00	7.70e-02	0.3992	-1.7684338	-0.70598264	13.84	ERVW-1	endogenous retrovirus group W member 1, envelope
5189	1.00	8.38e-01	0.1904	0.2042399	0.03888862	78.35	PEX1	peroxisomal biogenesis factor 1
84060	1.00	6.67e-01	0.2176	-0.4305029	-0.09369194	65.67	RBM48	RNA binding motif protein 48
257415	1.00	2.41e-01	0.183	-1.1733111	-0.21466606	113.82	FAM133B	family with sequence similarity 133 member B
1021	1.00	6.44e-01	0.1948	-0.4617441	-0.0899296	247.11	CDK6	cyclin dependent kinase 6
112268009	1.00	7.87e-01	0.3078	-0.2700533	-0.08312615	26.2	LOC112268009	uncharacterized LOC112268009
54809	1.00	5.30e-01	0.2916	-0.6274481	-0.18294523	1282.54	SAMD9	sterile alpha motif domain containing 9
219285	1.00	6.41e-01	0.3032	-0.4668734	-0.14156235	1509.78	SAMD9L	sterile alpha motif domain containing 9 like
253012	1.00	9.35e-01	0.6423	-0.0819839	-0.05266165	13.71	HEPACAM2	HEPACAM family member 2
55610	1.00	2.33e-01	0.2512	1.1926933	0.2995637	167.61	VPS50	VPS50 subunit of EARP/GARPII complex
2791	1.00	4.99e-01	0.3792	-0.6758911	-0.25632318	165.5	GNG11	G protein subunit gamma 11
10282	1.00	6.89e-02	0.2285	-1.81885	-0.41554611	51.46	BET1	Bet1 golgi vesicular membrane trafficking protein
105375404	1.00	7.75e-01	0.5456	-0.285341	-0.15568787	12.13	LOC105375404	uncharacterized LOC105375404
64921	1.00	7.43e-01	0.2555	0.3283393	0.08388295	102.65	CASD1	CAS1 domain containing 1
8910	1.00	6.37e-01	0.6774	-0.4723012	-0.31991672	10.11	SGCE	sarcoglycan epsilon
5445	1.00	2.75e-01	0.44	1.0922558	0.48053795	13.94	PON2	paraoxonase 2
5166	1.00	5.46e-02	0.6134	1.9223508	1.17919948	132.95	PDK4	pyruvate dehydrogenase kinase 4
10165	1.00	7.92e-01	0.2355	0.2631374	0.06196995	54.63	SLC25A13	solute carrier family 25 member 13
7979	1.00	1.92e-01	0.2929	1.3046786	0.38220185	50.66	SEM1	SEM1 26S proteasome subunit
57001	1.00	7.81e-01	0.4112	-0.2778426	-0.11424253	14.14	SDHAF3	succinate dehydrogenase complex assembly factor 3
440	1.00	6.28e-01	0.3184	-0.4849739	-0.15441271	31.41	ASNS	asparagine synthetase (glutamine-hydrolyzing)
107986827	1.00	7.69e-01	0.283	-0.2937244	-0.08312921	45.28	CZ1P-ASNS	CZ1P-ASNS readthrough
389538	1.00	5.64e-01	0.3814	-0.5776149	-0.22028169	29.17	CCZ1P-OR7E38P	CCZ1P-OR7E38P readthrough
22853	1.00	1.31e-01	0.3901	1.509144	0.58873978	384.7	LMTK2	lemur tyrosine kinase 2
25851	1.00	7.60e-01	0.1862	0.3049424	0.05678157	338.46	TECPR1	tectonin beta-propeller repeat containing 1
25798	1.00	5.38e-01	0.4473	0.6151893	0.27517633	285.1	BRI3	brain protein I3
55971	1.00	7.08e-01	0.4709	0.3747814	0.17648733	28.64	BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1
8295	1.00	7.23e-01	0.1252	0.3546423	0.04440252	687.47	TRRAP	transformation/transcription domain associated protein
100500819	1.00	3.18e-01	0.2502	-0.9995651	-0.25011486	98.37	MIR3609	microRNA 3609
106633801	1.00	4.03e-01	0.2432	-0.8362088	-0.2033421	124.44	SCARNA28	small Cajal body-specific RNA 28
101927550	1.00	9.81e-01	0.2281	-0.0244089	-0.00556801	50.11	LOC101927550	uncharacterized LOC101927550
57154	1.00	6.88e-01	0.167	0.401092	0.06699217	162.1	SMURF1	SMAD specific E3 ubiquitin protein ligase 1
10552	1.00	8.21e-01	0.2396	0.2268613	0.05435791	116.03	ARPC1A	actin related protein 2/3 complex subunit 1A
10095	1.00	3.52e-01	0.273	0.9307911	0.25412794	1038.39	ARPC1B	actin related protein 2/3 complex subunit 1B
11333	1.00	8.52e-01	0.1815	0.1860522	0.03376055	254	PDAP1	PDGFA associated protein 1
8896	1.00	7.97e-01	0.2416	-0.2573325	-0.06216431	61.64	BUD31	BUD31 homolog
100526740	1.00	2.65e-01	0.219	1.1141805	0.24399052	60.52	ATP5MF-PTCD1	ATP5MF-PTCD1 readthrough
26024	1.00	3.38e-01	0.2472	0.9590404	0.23710551	36.69	PTCD1	pentatricopeptide repeat domain 1
10898	1.00	4.83e-01	0.21	-0.701181	-0.14724439	69.89	CPSF4	cleavage and polyadenylation specific factor 4
9551	1.00	7.43e-01	0.2276	0.3275907	0.07455683	47.37	ATP5MF	ATP synthase membrane subunit f
285989	1.00	1.74e-01	0.2328	-1.3585932	-0.31625493	80.59	ZNF789	zinc finger protein 789
84124	1.00	8.14e-01	0.1593	0.2349334	0.03742588	179.19	ZNF394	zinc finger protein 394
23660	1.00	9.90e-01	0.2207	-0.012392	-0.00273532	58.04	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
221786	1.00	9.82e-01	0.2672	-0.0223374	-0.00596792	44.6	FAM200A	family with sequence similarity 200 member A
79027	1.00	1.53e-01	0.1264	-1.4285569	-0.18051779	291.97	ZNF655	zinc finger protein 655
100289187	1.00	3.43e-01	0.1556	-0.9492288	-0.14769656	133.41	TMEM225B	transmembrane protein 225B
221785	1.00	7.56e-01	0.2002	0.3109471	0.06226025	126.5	ZSCAN25	zinc finger and SCAN domain containing 25
1577	1.00	7.16e-01	0.249	0.3633089	0.09046613	35.05	CYP3A5	cytochrome P450 family 3 subfamily A member 5
89122	1.00	3.19e-01	0.1863	-0.9956346	-0.18544879	112.22	TRIM4	tripartite motif containing 4
7586	1.00	2.21e-01	0.1132	-1.2232525	-0.13847996	417.24	ZKSCAN1	zinc finger with KRAB and SCAN domains 1
